circuit_id,family,source_file,source_sha256,backend_class,backend_name,optimization_level,shots,seed_transpiler,seed_simulator,logical_width,logical_depth,logical_ops,logical_two_qubit_ops,physical_width,physical_depth,physical_ops,physical_two_qubit_ops,swap_count,dag_node_count,t_transpile_s,t_exec_s,t_total_s,status,error
grover-v-chain::grover-v-chain_indep_qiskit_7,grover-v-chain,data/quantum_circuits/grover-v-chain_indep_qiskit_7.qasm,84056291d9ff227b3c615cc378349fa1154f5a122bcd0eb6bc04045bbf3affa0,FakeWashingtonV2,fake_washington,0,1024,1234,1234,7,271,318,244,127,1502,2016,1304,0,2016,0.006235324999579461,1.098986983000941,1.1052223080005206,ok,
grover-v-chain::grover-v-chain_indep_qiskit_7,grover-v-chain,data/quantum_circuits/grover-v-chain_indep_qiskit_7.qasm,84056291d9ff227b3c615cc378349fa1154f5a122bcd0eb6bc04045bbf3affa0,FakeWashingtonV2,fake_washington,1,1024,1234,1234,7,271,318,244,127,1030,1479,834,0,1479,0.012761275998855126,0.832551716001035,0.8453129919998901,ok,
grover-v-chain::grover-v-chain_indep_qiskit_7,grover-v-chain,data/quantum_circuits/grover-v-chain_indep_qiskit_7.qasm,84056291d9ff227b3c615cc378349fa1154f5a122bcd0eb6bc04045bbf3affa0,FakeWashingtonV2,fake_washington,2,1024,1234,1234,7,271,318,244,127,1114,1681,702,0,1681,0.019412375999309006,0.9490845700001955,0.9684969459995045,ok,
grover-v-chain::grover-v-chain_indep_qiskit_7,grover-v-chain,data/quantum_circuits/grover-v-chain_indep_qiskit_7.qasm,84056291d9ff227b3c615cc378349fa1154f5a122bcd0eb6bc04045bbf3affa0,FakeWashingtonV2,fake_washington,3,1024,1234,1234,7,271,318,244,127,1114,1681,702,0,1681,0.01960319099998742,0.8294094089997088,0.8490125999996962,ok,
grover-v-chain::grover-v-chain_indep_qiskit_9,grover-v-chain,data/quantum_circuits/grover-v-chain_indep_qiskit_9.qasm,3d37464cf8c53831d2867c0c111a83e03a820e90fa26f77d01a4a85f4f9d6875,FakeWashingtonV2,fake_washington,0,1024,1234,1234,9,801,881,750,127,4526,6140,4347,0,6140,0.009993199999371427,1.495374174999597,1.5053673749989684,ok,
grover-v-chain::grover-v-chain_indep_qiskit_9,grover-v-chain,data/quantum_circuits/grover-v-chain_indep_qiskit_9.qasm,3d37464cf8c53831d2867c0c111a83e03a820e90fa26f77d01a4a85f4f9d6875,FakeWashingtonV2,fake_washington,1,1024,1234,1234,9,801,881,750,127,2852,4418,2782,0,4418,0.014991430000009132,6.714000322001084,6.728991752001093,ok,
grover-v-chain::grover-v-chain_indep_qiskit_9,grover-v-chain,data/quantum_circuits/grover-v-chain_indep_qiskit_9.qasm,3d37464cf8c53831d2867c0c111a83e03a820e90fa26f77d01a4a85f4f9d6875,FakeWashingtonV2,fake_washington,2,1024,1234,1234,9,801,881,750,127,3617,5437,2118,0,5437,0.028549888998895767,4.153835006000008,4.182384894998904,ok,
grover-v-chain::grover-v-chain_indep_qiskit_9,grover-v-chain,data/quantum_circuits/grover-v-chain_indep_qiskit_9.qasm,3d37464cf8c53831d2867c0c111a83e03a820e90fa26f77d01a4a85f4f9d6875,FakeWashingtonV2,fake_washington,3,1024,1234,1234,9,801,881,750,127,3449,5264,2241,0,5264,0.034484306001104414,5.585164382000585,5.619648688001689,ok,
portfolioqaoa::portfolioqaoa_indep_qiskit_3,portfolioqaoa,data/quantum_circuits/portfolioqaoa_indep_qiskit_3.qasm,47e6743e95c380a13dc5947d9e9b3db26e541efabd4a27134ff26aa14c00ba7d,FakeWashingtonV2,fake_washington,0,1024,1234,1234,3,15,29,9,127,72,104,33,0,104,0.005800889999591163,0.6311509220013249,0.6369518120009161,ok,
portfolioqaoa::portfolioqaoa_indep_qiskit_3,portfolioqaoa,data/quantum_circuits/portfolioqaoa_indep_qiskit_3.qasm,47e6743e95c380a13dc5947d9e9b3db26e541efabd4a27134ff26aa14c00ba7d,FakeWashingtonV2,fake_washington,1,1024,1234,1234,3,15,29,9,127,69,101,30,0,101,0.007166412000515265,0.5415262990009069,0.5486927110014221,ok,
